GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_steering,cmd_v,imu_gps_state,imu_satellite_num,imu_warning,cmd_v.1,car_v,shiftLevel,均值,方差,标准差,均方根误差
2283.0,551462.2,121.51325357,37.43329766,45.2,53.72,0.1044,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.3,121.51325357,37.43329765,45.2,53.75,0.036000000000000004,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.4,121.51325355,37.43329763,45.2,53.74,0.09000000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.5,121.51325353,37.43329762,45.2,53.7,0.0504,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.59,121.51325353,37.43329761,45.2,53.73,0.05760000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.7,121.51325353,37.43329759,45.2,53.75,0.0468,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.8,121.51325351,37.43329758,45.2,53.75,0.054000000000000006,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551462.9,121.51325352,37.43329757,45.2,53.74,0.0432,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.0,121.51325351,37.43329755,45.2,53.75,0.0648,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.09,121.51325353,37.43329754,45.2,53.76,0.0252,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.2,121.51325352,37.43329753,45.2,53.78,0.0432,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.3,121.51325353,37.43329751,45.2,53.77,0.0468,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.4,121.51325351,37.433297499999995,45.2,53.76,0.0396,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.5,121.51325354,37.43329751,45.2,53.76,0.0396,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.6,121.51325353,37.433297499999995,45.2,53.78,0.0612,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.69,121.51325355,37.43329748,45.2,53.78,0.036000000000000004,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.8,121.51325353,37.43329748,45.2,53.78,0.0396,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551463.9,121.51325355,37.43329747,45.2,53.78,0.05760000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.0,121.51325353,37.43329746,45.2,53.77,0.0468,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.1,121.51325356,37.43329745,45.2,53.79,0.05760000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.2,121.51325355,37.43329743,45.2,53.8,0.0684,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.29,121.51325358,37.43329744,45.2,53.81,0.0432,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.4,121.51325357,37.43329743,45.2,53.82,0.07919999999999999,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.5,121.51325356,37.43329742,45.2,53.82,0.0612,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.6,121.51325355,37.43329741,45.2,53.82,0.0648,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.7,121.51325356,37.43329739,45.2,53.84,0.07200000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.79,121.51325355,37.43329738,45.2,53.84,0.0684,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551464.89,121.51325357,37.43329736,45.2,53.86,0.0468,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.0,121.51325355,37.43329735,45.2,53.87,0.0684,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.1,121.51325356,37.43329734,45.2,53.89,0.07200000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.2,121.51325355,37.43329733,45.2,53.91,0.0612,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.3,121.51325357,37.43329732,45.2,53.92,0.0648,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.39,121.51325356,37.43329731,45.2,53.92,0.0612,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.5,121.51325356,37.43329729,45.2,53.92,0.0684,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.6,121.51325354,37.43329729,45.2,53.92,0.0756,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.7,121.51325355,37.43329728,45.2,53.93,0.0756,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.8,121.51325353,37.43329726,45.2,53.93,0.0648,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.9,121.51325354,37.43329726,45.2,53.92,0.0756,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551465.99,121.51325353,37.43329724,45.2,53.93,0.0684,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.1,121.51325353,37.43329722,45.2,53.93,0.0756,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.19,121.51325352,37.43329721,45.2,53.95,0.0864,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.3,121.51325353,37.43329719,45.2,53.98,0.07919999999999999,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.4,121.51325352,37.43329718,45.2,54.01,0.07200000000000001,12.0,27.0,2.0,5,0.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.5,121.51325353,37.43329715,45.2,54.04,0.0828,12.0,27.0,2.0,5,0.4296875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.6,121.51325352,37.43329714,45.2,54.04,0.0396,12.0,27.0,2.0,5,0.2421875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.7,121.51325362,37.43329716,45.2,54.1,0.3816,12.0,27.0,2.0,5,0.4296875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.8,121.51325373,37.43329721,45.19,54.21,0.2052,12.0,27.0,2.0,5,0.4140625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551466.9,121.51325381,37.43329723,45.2,54.18,0.4824000000000001,12.0,27.0,2.0,5,0.46875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.0,121.51325389,37.43329729,45.2,54.2,0.4932,12.0,27.0,2.0,5,0.4140625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.1,121.51325403,37.43329736,45.2,54.27,0.4032,12.0,27.0,2.0,5,0.53125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.19,121.51325416,37.43329741,45.2,54.39,0.3996,12.0,27.0,2.0,5,0.5703125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.3,121.51325433,37.43329746,45.2,54.46,0.4752,12.0,27.0,2.0,5,0.546875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.4,121.51325444,37.43329752,45.2,54.49,0.5868,12.0,27.0,2.0,5,0.5859375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.5,121.51325459,37.43329761,45.2,54.53,0.5292,12.0,27.0,2.0,5,0.6640625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.6,121.51325474,37.43329768,45.2,54.64,0.4824000000000001,12.0,27.0,2.0,5,0.7734375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.7,121.51325492,37.43329774,45.2,54.76,0.5364,12.0,25.0,2.0,5,0.8125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.79,121.51325506,37.43329781,45.2,54.86,0.6948000000000001,12.0,25.0,2.0,5,0.90625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551467.9,121.51325533,37.43329793,45.2,55.02,0.9179999999999999,12.0,25.0,2.0,5,1.0390625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.0,121.51325559,37.43329805,45.2,55.19,1.0188,12.0,25.0,2.0,5,1.2734375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.1,121.51325592,37.43329818,45.21,55.36,1.0944,12.0,24.0,2.0,5,1.421875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.2,121.51325624,37.4332983,45.21,55.56,1.242,12.0,24.0,2.0,5,1.4609375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.3,121.51325662,37.43329846,45.21,55.78,1.4004,12.0,24.0,2.0,5,1.6484375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.39,121.51325698,37.43329864,45.21,56.02,1.5264,12.0,24.0,2.0,5,1.9140625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.5,121.51325752,37.43329885,45.2,56.36,1.6668,12.0,20.0,2.0,5,2.03125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.6,121.51325805,37.43329905,45.2,56.74,1.9728,12.0,20.0,2.0,5,2.3125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.7,121.51325864,37.43329929,45.2,57.08,2.2644,12.0,21.0,2.0,5,2.546875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.8,121.51325931,37.43329953,45.2,57.53,2.4048000000000003,12.0,21.0,2.0,5,2.8671875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.9,121.51325999,37.43329984,45.2,57.91,2.6964,12.0,21.0,2.0,5,2.90625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551468.99,121.51326071,37.43330012,45.2,58.41,2.6388,12.0,21.0,2.0,5,2.9609375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.09,121.51326169,37.43330045,45.2,59.11,3.1428000000000003,12.0,22.0,2.0,5,3.09375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.2,121.51326269,37.43330083,45.2,59.76,3.5676,12.0,22.0,2.0,5,3.2890625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.3,121.51326371,37.43330119,45.21,60.36,3.6792,12.0,22.0,2.0,5,3.1875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.4,121.51326465,37.43330152,45.21,60.97,2.9016,12.0,22.0,2.0,5,3.2265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.5,121.51326575,37.43330182,45.21,61.77,3.114,12.0,22.0,2.0,5,3.2890625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.6,121.51326674,37.43330215,45.21,62.47,3.7296,12.0,22.0,2.0,5,3.359375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.7,121.51326763,37.43330255,45.21,62.91,4.158,12.0,22.0,2.0,5,3.453125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.8,121.51326866,37.43330293,45.21,63.47,3.7044,12.0,22.0,2.0,5,3.53125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551469.9,121.51326979999999,37.43330333,45.21,64.24,3.114,12.0,22.0,2.0,5,3.8359375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.0,121.51327095,37.43330363,45.21,65.1,3.2939999999999996,12.0,22.0,2.0,5,3.796875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.1,121.51327223,37.43330397,45.21,65.92,3.8808,12.0,21.0,2.0,5,3.796875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.2,121.51327337,37.43330432,45.21,66.54,4.7556,12.0,21.0,2.0,5,3.9921875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.3,121.51327442,37.43330466,45.22,67.08,4.8564,12.0,26.0,2.0,5,4.0078125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.4,121.51327565,37.43330502,45.22,67.73,4.1868,12.0,26.0,2.0,5,4.1796875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.49,121.51327696,37.43330527,45.21,68.7,3.902400000000001,12.0,25.0,2.0,5,4.3515625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.6,121.51327845,37.43330565,45.22,69.65,4.4028,12.0,25.0,2.0,5,4.3125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.7,121.51327986,37.433306,45.21,70.37,4.8672,12.0,25.0,2.0,5,4.390625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.8,121.5132812,37.43330629,45.22,71.04,5.1156000000000015,12.0,25.0,2.0,5,4.4453125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551470.9,121.51328267,37.43330667,45.22,71.8,4.2732,12.0,25.0,2.0,5,4.5390625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.0,121.51328418,37.43330689,45.22,72.8,4.3632,12.0,25.0,2.0,5,4.59375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.1,121.51328579,37.43330717,45.22,73.72,4.8132,12.0,24.0,2.0,5,4.65625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.2,121.51328729,37.43330741,45.22,74.51,5.4648,12.0,24.0,2.0,5,4.671875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.3,121.51328877,37.43330769,45.22,75.17,5.3604,12.0,23.0,2.0,5,4.765625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.4,121.51329035,37.43330786,45.22,76.06,5.0148,12.0,23.0,2.0,5,4.8671875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.5,121.51329197,37.433308000000004,45.22,76.99,4.896000000000001,12.0,23.0,2.0,5,4.8671875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.59,121.51329343,37.43330811,45.22,77.82,4.9932,12.0,23.0,2.0,5,4.8828125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.7,121.51329528,37.43330823,45.22,78.85,5.49,12.0,21.0,2.0,5,5.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.8,121.51329688,37.433308399999994,45.22,79.59,5.5116,12.0,21.0,2.0,5,4.9765625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551471.9,121.51329857,37.43330851,45.21,80.58,4.9464000000000015,12.0,21.0,2.0,5,5.0,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.0,121.51330022,37.43330858,45.21,81.63,5.1408,12.0,21.0,2.0,5,5.1328125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.1,121.51330184,37.43330869,45.21,82.46,5.4,12.0,21.0,2.0,5,5.09375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.19,121.5133033,37.43330873,45.21,83.27,5.1012,12.0,21.0,2.0,5,5.1875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.3,121.51330514,37.43330879,45.21,84.29,5.1624,12.0,24.0,2.0,5,5.1640625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.4,121.51330679,37.43330879,45.21,85.23,4.9572,12.0,24.0,2.0,5,5.203125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.5,121.51330851,37.43330877,45.21,86.14,5.4,12.0,23.0,2.0,5,5.1484375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.6,121.51331015,37.43330879,45.21,86.8,5.6808000000000005,12.0,23.0,2.0,5,5.265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.69,121.51331166,37.43330876,45.21,87.48,5.0076,12.0,22.0,2.0,5,5.2265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.8,121.51331346,37.43330869,45.21,88.39,5.0904,12.0,22.0,2.0,5,5.2421875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551472.9,121.51331509,37.43330867,45.21,89.02,5.2416,12.0,21.0,2.0,5,5.203125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.0,121.51331670000002,37.43330863,45.21,89.63,5.1732000000000005,12.0,21.0,2.0,5,5.2265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.1,121.51331840000002,37.43330857,45.21,90.36,5.1408,12.0,21.0,2.0,5,5.265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.19,121.51331984,37.43330852,45.21,90.87,5.2236,12.0,21.0,2.0,5,5.2265625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.3,121.51332162,37.43330847,45.21,91.38,5.1696,12.0,23.0,2.0,5,5.2421875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.39,121.51332305,37.43330841,45.21,91.83,5.0256,12.0,23.0,2.0,5,5.1484375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.49,121.51332468,37.4333083,45.21,92.37,4.7556,12.0,22.0,2.0,5,5.1875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.6,121.51332629,37.43330828,45.22,92.69,4.7376000000000005,12.0,22.0,2.0,5,5.0703125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.7,121.51332762,37.43330831,45.23,92.82,4.0896,12.0,22.0,2.0,5,5.015625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.8,121.51332914,37.43330834,45.24,93.41,4.2552,12.0,22.0,2.0,5,4.9609375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551473.9,121.51333069,37.43330838,45.24,93.95,4.4856,12.0,22.0,2.0,5,4.8828125,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.0,121.51333209,37.43330832,45.24,94.5,4.460400000000001,12.0,22.0,2.0,5,4.8671875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.1,121.51333335,37.43330831,45.25,94.77,4.2372000000000005,12.0,21.0,2.0,5,4.75,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.19,121.51333446,37.43330822,45.26,95.06,3.9996,12.0,21.0,2.0,5,4.7109375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.3,121.51333567,37.433308200000006,45.27,95.07,3.9204,12.0,23.0,2.0,5,4.6171875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.4,121.51333678,37.43330809,45.28,95.15,3.7692,12.0,23.0,2.0,5,4.5390625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.5,121.51333795,37.43330796,45.29,95.2,4.0212,12.0,23.0,2.0,5,4.4609375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.6,121.51333912,37.43330792,45.3,95.22,3.4344,12.0,23.0,2.0,5,4.40625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.7,121.51334022,37.43330777,45.31,95.36,3.6684,12.0,22.0,2.0,5,4.3515625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.79,121.51334126,37.43330771,45.32,95.53,3.4668,12.0,22.0,2.0,5,4.390625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551474.9,121.51334246,37.43330773,45.34,95.7,3.852,12.0,21.0,2.0,5,4.2734375,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551475.0,121.51334339,37.43330767,45.35,95.74,3.978,12.0,21.0,2.0,5,4.1796875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551475.1,121.51334437,37.43330775,45.36,95.74,3.2976,12.0,21.0,2.0,5,4.140625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551475.19,121.51334533,37.43330765,45.37,96.18,3.4560000000000004,12.0,21.0,2.0,5,4.1796875,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551475.3,121.51334648,37.43330764,45.37,96.18,3.2364,12.0,25.0,2.0,5,4.15625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
2283.0,551475.4,121.51334740000001,37.4333075,45.39,96.31,3.6216,12.0,25.0,2.0,5,4.140625,10,,,4.389331034482759,0.8879040544795452,0.9422866095193889,1.1228626986080903
