GPSWeek,GPSTime,Latitude,Longitude,Altitude,cmd_v,v
2282,547214,37.43034993,121.51433487,47.61,3,2.8671875
2282,547216,37.43034088,121.51435152,47.55,3,2.75
2282,547218,37.43033268,121.51436681,47.68,3,3.0390625
2282,547220,37.4303245,121.51438222,47.72,3,2.984375
2282,547222,37.4303174,121.51439719,47.64,3,2.734375
2282,547224,37.43031077,121.51441176,47.64,3,2.9609375
2282,547226,37.43030406,121.51442495,47.71,3,2.8125
2282,547228,37.43029564,121.51444196,47.86,3,2.9609375
2282,547230,37.43028858,121.51445888,47.83,3,2.90625
2282,547232,37.43028231,121.51447353,47.87,3,2.7890625
2282,547234,37.43027618,121.51448774,47.97,3,2.8828125
2282,547236,37.43026969,121.51450289,47.96,3,2.8671875
2282,547238,37.4302631,121.51451871,47.96,3,2.8125
2282,547240,37.43025431,121.51453683,47.99,3,3.015625
2282,547242,37.43024721,121.51455571,47.93,3,2.7890625
2282,547244,37.43024124,121.5145747,47.84,3,2.984375
2282,547246,37.43023476,121.51459206,47.84,3,2.9453125
2282,547248,37.43022832,121.51460767,48,3,2.71875
2282,547250,37.43022092,121.51462376,48.12,3,3.0546875
2282,547252,37.43021494,121.51463883,48.37,3,2.8671875
2282,547254,37.43020912,121.5146552,48.57,3,2.8828125
2282,547256,37.43020155,121.51467281,48.71,3,2.8671875
2282,547258,37.43019544,121.51468767,48.77,3,2.8515625
2282,547260,37.43018932,121.51470427,48.74,3,3.078125
2282,547262,37.43018209,121.5147202,48.89,3,2.8515625
2282,547264,37.43017709,121.51473504,48.85,3,3.015625
2282,547266,37.43017063,121.51475384,48.77,3,3.2265625
2282,547268,37.43016435,121.51476994,48.85,3,2.9609375
2282,547270,37.43015884,121.51478493,49,3,2.8828125
2282,547272,37.43015312,121.51479939,49.06,3,3.078125
2282,547274,37.43014887,121.51481305,49.01,3,2.828125
2282,547276,37.43014374,121.51482839,49.01,3,2.9609375
2282,547278,37.43013861,121.51484441,49.08,3,3.09375
2282,547280,37.43013355,121.51485893,49.13,3,2.8515625
2282,547282,37.43012767,121.51487501,49.15,3,2.984375
2282,547284,37.43012271,121.51489167,49.17,3,3.09375
2282,547286,37.43011708,121.51490609,49.21,3,2.828125
2282,547288,37.43010957,121.51492389,49.23,3,3.015625
2282,547290,37.43010201,121.51494326,49.28,3,3.1171875
2282,547292,37.43009643,121.51495941,49.31,3,2.828125
2282,547294,37.43009008,121.51497632,49.23,3,3.0390625
2282,547296,37.43008494,121.51499162,49.33,3,3.1875
2282,547298,37.43007997,121.51500878,49.37,3,2.90625
2282,547300,37.43007514,121.51502526,49.31,3,2.9453125
2282,547302,37.43006986,121.51504221,49.37,3,2.9609375
2282,547304,37.43006522,121.51506017,49.36,3,2.71875
2282,547306,37.43006118,121.51507704,49.39,3,3.1875
2282,547308,37.43005623,121.51509535,49.51,3,3.171875
2282,547310,37.43005245,121.51511137,49.55,3,2.828125
2282,547312,37.43004972,121.51512786,49.45,3,2.984375
2282,547314,37.43004742,121.51514318,49.53,3,2.9453125
2282,547316,37.43004388,121.5151591,49.71,3,2.6953125
2282,547318,37.43003981,121.51517529,49.8,3,3.5859375
2282,547320,37.43003684,121.51519139,49.83,3,3.4375
2282,547322,37.43003315,121.51520773,49.88,3,2.8828125
2282,547324,37.43003085,121.51522442,49.96,3,2.984375
2282,547326,37.43002735,121.5152432,50.04,3,3.1484375
2282,547328,37.43002395,121.51525992,50.08,3,2.921875
2282,547330,37.43001968,121.51527971,50.06,3,2.90625
2282,547332,37.43001577,121.51529791,50.1,3,3.0390625
2282,547334,37.43001196,121.51531434,50.16,3,2.8125
2282,547336,37.43000648,121.51533482,50.23,3,3
2282,547338,37.43000218,121.51535506,50.28,3,3.0546875
2282,547340,37.4299981,121.5153744,50.34,3,2.75
2282,547342,37.42999458,121.51539187,50.41,3,3
2282,547344,37.42999205,121.51540675,50.55,3,2.8671875
2282,547346,37.42998887,121.51542616,50.63,3,2.90625
2282,547348,37.4299862,121.51544646,50.66,3,3
2282,547350,37.42998422,121.51546484,50.58,3,2.75
2282,547352,37.42998299,121.51548063,50.68,3,3.1171875
2282,547354,37.42998218,121.51549691,50.7,3,3.1171875
2282,547356,37.42998055,121.5155136,50.7,3,2.7890625
2282,547358,37.42997837,121.51552952,50.65,3,3.078125
2282,547360,37.42997642,121.51554512,50.78,3,3.1875
2282,547362,37.42997554,121.51556125,50.81,3,2.90625
2282,547364,37.42997235,121.51557892,50.78,3,2.984375
2282,547366,37.42997017,121.51559654,50.77,3,3.25
2282,547368,37.42996737,121.51561324,50.83,3,3.015625
2282,547370,37.42996446,121.51563071,50.83,3,2.75
2282,547372,37.42996271,121.51564857,50.96,3,3.1171875
2282,547374,37.4299615,121.51566359,51.03,3,2.9453125
2282,547376,37.42995906,121.51568195,51.06,3,2.8671875
2282,547378,37.42995639,121.51569899,51.04,3,3.1328125
2282,547380,37.42995348,121.51571714,50.99,3,2.921875
2282,547382,37.4299509,121.51573317,51.08,3,2.90625
2282,547384,37.42994818,121.51575039,51.14,3,3.171875
2282,547386,37.42994616,121.51576673,51.16,3,2.984375
2282,547388,37.42994388,121.51578455,51.15,3,2.8671875
2282,547390,37.42994265,121.51580196,51.28,3,3.1484375
2282,547392,37.42994183,121.51581975,51.4,3,2.9609375
2282,547394,37.42994019,121.51583665,51.56,3,2.828125
2282,547396,37.42993895,121.51585352,51.72,3,3
2282,547398,37.42993846,121.51586972,51.86,3,2.75
2282,547400,37.42993872,121.51588574,51.87,3,2.921875
2282,547402,37.4299378,121.51590544,51.95,3,2.8515625
2282,547404,37.42993678,121.51592538,51.98,3,3.25
2282,547406,37.42993724,121.51594163,52.07,3,3.1328125
2282,547408,37.4299376,121.51595717,52.09,3,2.7734375
2282,547410,37.42993749,121.51597441,52.15,3,3.2109375
2282,547412,37.4299374,121.51599089,52.18,3,3.5703125
2282,547414,37.42993739,121.51600983,52.26,3,3.4765625
2282,547416,37.42993736,121.51603107,52.32,3,3
2282,547418,37.42993696,121.51604955,52.4,3,2.8671875
2282,547420,37.42993665,121.51606761,52.45,3,3.1484375
2282,547422,37.42993565,121.51608739,52.54,3,2.9609375
2282,547424,37.42993536,121.51610617,52.53,3,2.7890625
2282,547426,37.42993467,121.51612273,52.58,3,3.0546875
2282,547428,37.42993326,121.51614172,52.64,3,2.8515625
2282,547430,37.42993273,121.51616138,52.65,3,2.8828125
2282,547432,37.4299325,121.51617836,52.68,3,2.8125
2282,547434,37.42993136,121.51619556,52.76,3,2.9609375
2282,547436,37.42993061,121.51621703,52.72,3,2.9453125
2282,547438,37.429929,121.51623843,52.84,3,2.75
2282,547440,37.42992838,121.51625877,52.84,3,3.015625
2282,547442,37.42992801,121.51627652,52.82,3,2.828125
2282,547444,37.42992814,121.51629551,52.75,3,2.984375
2282,547446,37.4299286,121.51631382,52.83,3,3
2282,547448,37.42992881,121.51633107,52.83,3,2.984375
2282,547450,37.42992812,121.51634991,52.86,3,2.734375
2282,547452,37.42992848,121.51636785,52.75,3,3.0390625
2282,547454,37.42992775,121.51638642,52.7,3,2.9453125
2282,547456,37.42992688,121.51640616,52.63,3,2.8125
2282,547458,37.42992616,121.51642303,52.63,3,2.921875
2282,547460,37.42992523,121.51644135,52.6,3,2.75
2282,547462,37.42992386,121.51645934,52.65,3,2.9609375
2282,547464,37.42992239,121.51647682,52.62,3,2.75
2282,547466,37.42992191,121.51649627,52.57,3,3.1171875
2282,547468,37.42992119,121.51651411,52.6,3,3.0546875
2282,547470,37.42992101,121.51653174,52.67,3,2.734375
2282,547472,37.42992049,121.51655063,52.71,3,3.1171875
2282,547474,37.42992115,121.51656741,52.75,3,3.015625
2282,547476,37.42992118,121.51658543,52.72,3,2.734375
2282,547478,37.42992178,121.51660185,52.7,3,2.734375
2282,547480,37.42992281,121.51662042,52.69,3,3.1171875
2282,547482,37.42992351,121.51663767,52.77,3,3.1328125
2282,547484,37.42992425,121.51665433,52.83,3,3.0546875
2282,547486,37.42992536,121.51667424,52.82,3,2.734375
2282,547488,37.4299266,121.51669126,52.82,3,3.171875
2282,547490,37.42992761,121.51671124,52.8,3,3.1484375
2282,547492,37.42992859,121.51673178,52.79,3,2.8515625
2282,547494,37.42992954,121.51674975,52.92,3,3.0546875
2282,547496,37.42993118,121.51676756,52.9,3,3.25
2282,547498,37.42993228,121.51678855,52.85,3,3.015625
2282,547500,37.42993358,121.51680751,52.84,3,2.75
2282,547502,37.42993576,121.51682429,52.8,3,3.265625
2282,547504,37.42993735,121.51684161,52.84,3,3.2109375
2282,547506,37.42993867,121.51686104,52.91,3,2.828125
2282,547508,37.4299402,121.51687831,52.9,3,3.09375
2282,547510,37.42994085,121.5168965,52.89,3,3.171875
2282,547512,37.42994118,121.5169174,52.92,3,2.90625
2282,547514,37.4299423,121.5169344,52.96,3,2.984375
2282,547516,37.42994317,121.5169505,52.99,3,3.453125
2282,547518,37.42994368,121.5169679,53.01,3,3.53125
2282,547520,37.42994408,121.51698798,52.92,3,3.1875
2282,547522,37.42994378,121.51700715,52.93,3,2.6796875
2282,547524,37.42994352,121.51702659,52.82,3,3.171875
2282,547526,37.42994316,121.51704449,52.77,3,3.1171875
2282,547528,37.42994222,121.51706226,52.86,3,2.7734375
2282,547530,37.42994227,121.51707869,52.84,3,2.984375
2282,547532,37.42994243,121.51709809,52.79,3,2.9453125
2282,547534,37.42994227,121.5171164,52.82,3,2.9453125
2282,547536,37.42994227,121.51713438,52.86,3,2.71875
2282,547538,37.42994304,121.51715193,52.74,3,3.015625
2282,547540,37.42994452,121.51716782,52.66,3,2.8671875
2282,547542,37.42994517,121.51718733,52.6,3,2.9453125
2282,547544,37.42994564,121.5172088,52.58,3,3.015625
2282,547546,37.42994616,121.51723029,52.53,3,2.75
2282,547548,37.42994807,121.5172477,52.55,3,3.0546875
2282,547550,37.42994977,121.5172654,52.52,3,2.9453125
2282,547552,37.42995113,121.51728541,52.5,3,2.7890625
2282,547554,37.42995275,121.51730346,52.57,3,2.921875
2282,547556,37.42995516,121.51732154,52.55,3,2.734375
2282,547558,37.42995718,121.51733995,52.56,3,3.09375
2282,547560,37.42995903,121.51735712,52.54,3,2.921875
2282,547562,37.42996178,121.51737428,52.54,3,2.8671875
2282,547564,37.42996531,121.51739327,52.45,3,3.09375
2282,547566,37.42996912,121.51740873,52.39,3,2.8828125
2282,547568,37.42997174,121.51742285,52.48,3,2.984375
2282,547570,37.42997434,121.51744049,52.64,3,3.1328125
2282,547572,37.42997707,121.51745848,52.62,3,3.1328125
2282,547574,37.42998057,121.51747758,52.56,3,2.8671875
2282,547576,37.42998446,121.5174989,52.54,3,2.984375
2282,547578,37.42998893,121.5175165,52.42,3,3.3203125
2282,547580,37.429993,121.51753502,52.26,3,3.2265625
2282,547582,37.42999698,121.51755639,52.3,3,2.7890625
2282,547584,37.4300018,121.51757692,52.22,3,3.078125
2282,547586,37.43000646,121.51759557,52.21,3,3.1875
2282,547588,37.43001128,121.51761267,52.18,3,2.8828125
2282,547590,37.43001595,121.51763047,52.12,3,3
2282,547592,37.4300204,121.51764569,52.05,3,3.2265625
2282,547594,37.43002488,121.51766202,51.97,3,3.015625
2282,547596,37.43002958,121.51767958,51.89,3,2.734375
2282,547598,37.43003483,121.51769538,51.75,3,3.25
2282,547600,37.43004043,121.51771357,51.6,3,3.2109375
2282,547602,37.43004626,121.51773325,51.4,3,2.8515625
2282,547604,37.43005143,121.51775158,51.2,3,3.0546875
2282,547606,37.43005685,121.51777203,51.08,3,3.2109375
2282,547608,37.4300621,121.51779036,50.96,3,2.921875
2282,547610,37.4300683,121.51780969,50.7,3,2.8828125
2282,547612,37.43007341,121.517827,50.51,3,3.1171875
2282,547614,37.43007871,121.51784439,50.4,3,2.8828125
2282,547616,37.43008404,121.51786309,50.2,3,2.9609375
2282,547618,37.43008978,121.51787802,50.08,3,3.1484375
2282,547620,37.43009597,121.5178938,49.93,3,2.921875
2282,547622,37.43010095,121.51791196,49.88,3,2.90625
2282,547624,37.43010605,121.51792815,49.83,3,3.34375
2282,547626,37.43011243,121.51794733,49.69,3,3.3828125
2282,547628,37.43011861,121.51796521,49.6,3,2.9609375
2282,547630,37.4301238,121.51798286,49.51,3,2.9453125
2282,547632,37.43012957,121.51800159,49.5,3,3.0546875
2282,547634,37.43013572,121.51802009,49.33,3,2.828125
2282,547636,37.43014142,121.5180381,49.14,3,3
2282,547638,37.43014658,121.51805515,49.15,3,3.1328125
2282,547640,37.43015342,121.5180742,49.05,3,2.8828125
2282,547642,37.43015995,121.51809374,48.9,3,2.9609375
2282,547644,37.43016623,121.5181079,48.81,3,2.8125
2282,547646,37.43017188,121.51812461,48.76,3,3.078125
2282,547648,37.43017733,121.51814176,48.68,3,2.921875
2282,547650,37.43018235,121.5181593,48.59,3,2.8828125
2282,547652,37.43018787,121.51817434,48.42,3,2.9453125
2282,547654,37.43019444,121.51819086,48.35,3,3.1875
2282,547656,37.43020094,121.5182051,48.28,3,3.0546875
2282,547658,37.43020797,121.51822224,48.16,3,2.734375
2282,547660,37.43021493,121.51823767,48.19,3,3.015625
2282,547662,37.4302213,121.51825094,48.19,3,2.921875
2282,547664,37.43022928,121.51826684,48.16,3,2.8828125
2282,547666,37.43023769,121.51828369,48.07,3,2.828125
2282,547668,37.43024605,121.5182984,48.01,3,2.921875
2282,547670,37.43025543,121.51831368,48.09,3,2.7890625
2282,547672,37.43026534,121.5183307,48.08,3,2.7734375
2282,547674,37.4302744,121.5183441,48.11,3,3.078125
2282,547676,37.43028348,121.518357,48.04,3,3.1171875
2282,547678,37.43029174,121.51837037,48.04,3,2.8125
2282,547680,37.43030062,121.51838586,47.95,3,3.2109375
2282,547682,37.43030922,121.51839951,47.96,3,3.34375
2282,547684,37.43031794,121.51841341,47.91,3,3.0390625
2282,547686,37.43032602,121.51842726,47.8,3,2.7734375
2282,547688,37.4303338,121.51844081,47.88,3,3.3046875
2282,547690,37.43034245,121.51845716,47.95,3,3.3046875
2282,547692,37.4303499,121.5184709,48.03,3,2.921875
2282,547694,37.43035859,121.51848583,47.92,3,2.90625
2282,547696,37.43036725,121.51850125,47.81,3,2.9453125
2282,547698,37.430376,121.51851692,47.84,3,2.984375
2282,547700,37.43038521,121.51853115,47.7,3,2.75
2282,547702,37.4303958,121.51854715,47.57,3,3.078125
2282,547704,37.43040476,121.51856115,47.53,3,2.9609375
2282,547706,37.43041421,121.51857628,47.56,3,2.6796875
2282,547708,37.43042442,121.51859,47.48,3,3.265625
2282,547710,37.43043312,121.51860258,47.46,3,3.3046875
2282,547712,37.43044183,121.5186135,47.47,3,2.9453125
2282,547714,37.43045181,121.51862601,47.45,3,2.9453125
2282,547716,37.43046154,121.51863789,47.4,3,3.359375
2282,547718,37.43047177,121.5186516,47.37,3,3.3984375
2282,547720,37.4304829,121.51866399,47.31,3,2.921875
2282,547722,37.43049326,121.51867664,47.26,3,2.8671875
2282,547724,37.43050401,121.51869013,47.27,3,2.9609375
2282,547726,37.43051522,121.51870151,47.26,3,2.8828125
2282,547728,37.43052431,121.51871193,47.33,3,2.7734375
2282,547730,37.430535,121.51872496,47.36,3,2.734375
2282,547732,37.43054571,121.51873728,47.27,3,2.9453125
2282,547734,37.43055851,121.51875167,47.17,3,2.75
2282,547736,37.43057066,121.5187642,47.08,3,3.078125
2282,547738,37.43058166,121.51877588,47.03,3,3.078125
2282,547740,37.4305926,121.51878799,47.01,3,2.7890625
2282,547742,37.43060527,121.51880084,46.97,3,3.015625
2282,547744,37.43061588,121.51881079,46.97,3,2.9609375
2282,547746,37.43062672,121.51882192,46.9,3,3.078125
2282,547748,37.43063925,121.51883581,46.82,3,2.9609375
2282,547750,37.43065157,121.51884836,46.85,3,2.8125
2282,547752,37.43066388,121.51886064,46.77,3,2.8671875
2282,547754,37.43067685,121.51887442,46.65,3,3
2282,547756,37.43068869,121.5188877,46.69,3,2.8125
2282,547758,37.43070075,121.51890079,46.7,3,2.984375
2282,547760,37.43071146,121.51891196,46.7,3,2.921875
2282,547762,37.43072194,121.51892227,46.78,3,2.7890625
2282,547764,37.43073215,121.51893345,46.87,3,3.0390625
2282,547766,37.4307424,121.51894456,46.87,3,2.828125
2282,547768,37.43075463,121.51895721,46.77,3,3
2282,547770,37.43076553,121.51896883,46.76,3,3.171875
2282,547772,37.43077837,121.51898144,46.67,3,2.8671875
2282,547774,37.43079078,121.51899243,46.71,3,3.0546875
2282,547776,37.43080275,121.5190034,46.66,3,2.828125
2282,547778,37.43081298,121.51901269,46.76,3,3.0390625
2282,547780,37.43082489,121.51902322,46.67,3,3.078125
2282,547782,37.43083814,121.51903536,46.67,3,2.828125
2282,547784,37.4308498,121.51904545,46.68,3,3.0546875
2282,547786,37.43086188,121.51905393,46.61,3,3.078125
2282,547788,37.43087451,121.51906276,46.6,3,2.8125
2282,547790,37.43088627,121.51907075,46.55,3,3.078125
2282,547792,37.43090116,121.51908138,46.52,3,3.09375
2282,547794,37.43091493,121.51909084,46.52,3,2.7890625
2282,547796,37.43092606,121.51909708,46.51,3,2.984375
2282,547798,37.43093907,121.51910317,46.45,3,2.8515625
2282,547800,37.43095182,121.51911169,46.48,3,2.9609375
2282,547802,37.43096275,121.51911841,46.53,3,2.9609375
2282,547804,37.43097543,121.51912502,46.65,3,2.734375
2282,547806,37.43098929,121.51913316,46.62,3,3.171875
2282,547808,37.43100173,121.51913972,46.59,3,3.171875
2282,547810,37.43101788,121.51914933,46.46,3,3.1328125
2282,547812,37.43103257,121.5191583,46.36,3,2.828125
2282,547814,37.43104665,121.51916661,46.26,3,3.09375
2282,547816,37.43106159,121.51917614,46.18,3,3.2109375
2282,547818,37.43107558,121.5191838,46.17,3,2.9453125
2282,547820,37.43108741,121.51919027,46.18,3,2.9453125
2282,547822,37.43109987,121.51919805,46.14,3,3.25
2282,547824,37.43111455,121.51920723,46.09,3,3.25
2282,547826,37.4311285,121.51921594,46.01,3,3.09375
2282,547828,37.4311426,121.51922383,45.87,3,2.734375
2282,547830,37.43115796,121.51923354,45.86,3,3.2265625
2282,547832,37.43117478,121.51924233,45.72,3,3.2265625
2282,547834,37.43118958,121.51924971,45.57,3,2.90625
2282,547836,37.43120258,121.51925599,45.57,3,2.984375
2282,547838,37.43121614,121.5192624,45.58,3,3.1875
2282,547840,37.43123053,121.51926907,45.65,3,2.9609375
2282,547842,37.43124418,121.51927556,45.65,3,2.8828125
2282,547844,37.43125898,121.51928109,45.56,3,3.015625
2282,547846,37.43127436,121.51928714,45.43,3,2.7890625
2282,547848,37.43128751,121.51929292,45.39,3,3.1484375
2282,547850,37.43130236,121.51929946,45.23,3,3.25
2282,547852,37.43131397,121.51930338,45.31,3,2.984375
