GPSWeek,GPSTime,Latitude,Longitude,Altitude,cmd_v,tractor_info_dict
2282,531604.0,37.43005777,121.51769871,49.59,5.0,3.96875
2282,531606.0,37.43005164,121.51767623,49.81,5.0,4.1796875
2282,531608.0,37.43004636,121.51765354,49.91,5.0,4.0859375
2282,531610.0,37.43004172,121.51762989,50.06,5.0,3.953125
2282,531612.0,37.43003851,121.51760492,50.15,5.0,4.1953125
2282,531614.0,37.43003534,121.51757969,50.25,5.0,4.0625
2282,531616.0,37.43003287,121.51755406,50.3,5.0,3.9921875
2282,531618.0,37.43003018,121.51753051,50.34,5.0,4.15625
2282,531620.0,37.43002765,121.51750473,50.27,5.0,4.0859375
2282,531622.0,37.43002451,121.51747942,50.15,5.0,3.953125
2282,531624.0,37.43002125,121.5174549,50.12,5.0,4.1953125
2282,531626.0,37.43001781,121.51742995,50.15,5.0,4.0625
2282,531628.0,37.43001425,121.51740634,50.07,5.0,3.9296875
2282,531630.0,37.43001124,121.51738095,50.14,5.0,4.1796875
2282,531632.0,37.43000784,121.51735525,50.12,5.0,4.0625
2282,531634.0,37.43000431,121.51733181,50.07,5.0,3.9140625
2282,531636.0,37.43000094,121.51730813,50.05,5.0,4.1953125
2282,531638.0,37.42999867,121.51728161,50.01,5.0,4.0859375
2282,531640.0,37.42999741,121.51725639,49.95,5.0,3.96875
2282,531642.0,37.42999633,121.51723123,49.86,5.0,4.1953125
2282,531644.0,37.42999606,121.51720498,49.89,5.0,4.1796875
2282,531646.0,37.42999608,121.51718108,49.82,5.0,4.0625
2282,531648.0,37.42999611,121.51715665,49.82,5.0,4.0625
2282,531650.0,37.42999639,121.51713072,49.76,5.0,4.15625
2282,531652.0,37.4299961,121.51710551,49.82,5.0,3.9921875
2282,531654.0,37.42999568,121.51708085,49.89,5.0,4.2578125
2282,531656.0,37.4299956,121.51705482,49.92,5.0,4.0859375
2282,531658.0,37.42999543,121.51703139,49.91,5.0,3.953125
2282,531660.0,37.42999475,121.51700671,49.91,5.0,4.1953125
2282,531662.0,37.42999409,121.51698395,49.89,5.0,4.0078125
2282,531664.0,37.42999318,121.51696046,49.85,5.0,4.1796875
2282,531666.0,37.42999289,121.51693565,49.86,5.0,4.0234375
2282,531668.0,37.42999268,121.51691088,49.86,5.0,4.140625
2282,531670.0,37.42999278,121.5168877,49.83,5.0,3.9921875
2282,531672.0,37.42999335,121.51686154,49.79,5.0,4.2734375
2282,531674.0,37.42999471,121.51683572,49.83,5.0,4.1015625
2282,531676.0,37.42999643,121.51681145,49.8,5.0,3.890625
2282,531678.0,37.42999839,121.51678831,49.8,5.0,4.234375
2282,531680.0,37.43000067,121.51676378,49.73,5.0,4.0625
2282,531682.0,37.43000358,121.51673737,49.72,5.0,3.9296875
2282,531684.0,37.43000674,121.51671189,49.69,5.0,4.125
2282,531686.0,37.43000938,121.5166879,49.7,5.0,4.0234375
2282,531688.0,37.43001202,121.51666322,49.66,5.0,4.21875
2282,531690.0,37.43001418,121.51663888,49.68,5.0,4.15625
2282,531692.0,37.43001601,121.51661284,49.72,5.0,4.0234375
2282,531694.0,37.43001746,121.51658697,49.75,5.0,4.2578125
2282,531696.0,37.43001908,121.5165617,49.72,5.0,4.3125
2282,531698.0,37.43002063,121.51653928,49.73,5.0,4.15625
2282,531700.0,37.4300226,121.51651438,49.85,5.0,4.1015625
2282,531702.0,37.43002488,121.51648866,49.89,5.0,4.046875
2282,531704.0,37.43002753,121.51646378,49.88,5.0,4.21875
2282,531706.0,37.43003064,121.51643819,49.88,5.0,4.0625
2282,531708.0,37.4300341,121.51641393,49.91,5.0,4.1015625
2282,531710.0,37.43003796,121.51638954,49.9,5.0,4.140625
2282,531712.0,37.43004246,121.51636474,49.9,5.0,4.046875
2282,531714.0,37.43004733,121.51633974,49.89,5.0,4.21875
2282,531716.0,37.43005093,121.5163164,49.82,5.0,4.1015625
2282,531718.0,37.43005401,121.51629115,49.84,5.0,4.046875
2282,531720.0,37.43005652,121.51626448,49.89,5.0,4.2734375
2282,531722.0,37.43005808,121.51623915,49.95,5.0,4.125
2282,531724.0,37.43005895,121.51621417,49.98,5.0,4.046875
2282,531726.0,37.43005948,121.5161886,49.96,5.0,4.234375
2282,531728.0,37.43005981,121.51616559,49.91,5.0,4.046875
2282,531730.0,37.43006069,121.51614153,49.87,5.0,4.1796875
2282,531732.0,37.43006193,121.51611733,49.91,5.0,4.15625
2282,531734.0,37.43006357,121.51609391,49.91,5.0,4.0234375
2282,531736.0,37.43006548,121.51606865,49.91,5.0,4.21875
2282,531738.0,37.43006748,121.51604257,49.91,5.0,4.0859375
2282,531740.0,37.43006939,121.51601785,49.87,5.0,3.96875
2282,531742.0,37.43007101,121.51599252,49.72,5.0,4.234375
2282,531744.0,37.43007251,121.51596875,49.67,5.0,4.0859375
2282,531746.0,37.43007439,121.51594344,49.69,5.0,3.9921875
2282,531748.0,37.43007573,121.51591806,49.6,5.0,4.2578125
2282,531750.0,37.43007394,121.51589356,49.6,5.0,4.0234375
2282,531752.0,37.43007412,121.51586698,49.55,5.0,3.9921875
2282,531754.0,37.43007348,121.51584029,49.45,5.0,4.140625
2282,531756.0,37.43007091,121.51581681,49.37,5.0,4.0234375
2282,531758.0,37.43006817,121.51579036,49.28,5.0,4.2734375
2282,531760.0,37.43006585,121.51576437,49.15,5.0,4.1015625
2282,531762.0,37.4300645,121.51573851,49.14,5.0,3.953125
2282,531764.0,37.43006402,121.51571203,49.05,5.0,4.1796875
2282,531766.0,37.43006407,121.51568608,49.01,5.0,3.953125
2282,531768.0,37.43006564,121.51565845,48.84,5.0,4.0625
2282,531770.0,37.43006519,121.51563229,48.8,5.0,4.0859375
2282,531772.0,37.43006453,121.5156055,48.7,5.0,4.15625
2282,531774.0,37.43006264,121.51557915,48.6,5.0,4.0234375
2282,531776.0,37.43006202,121.51555249,48.55,5.0,4.21875
2282,531778.0,37.43005952,121.51552802,48.5,5.0,4.0859375
2282,531780.0,37.430057,121.51550175,48.45,5.0,3.96875
2282,531782.0,37.43005517,121.51547754,48.38,5.0,4.234375
2282,531784.0,37.43005619,121.5154513,48.35,5.0,4.125
2282,531786.0,37.43005719,121.51542536,48.35,5.0,3.953125
2282,531788.0,37.43005846,121.51540119,48.29,5.0,4.234375
2282,531790.0,37.43006053,121.51537441,48.22,5.0,4.0625
2282,531792.0,37.430062,121.51535086,48.09,5.0,4.15625
2282,531794.0,37.4300625,121.51532803,48.01,5.0,4.125
2282,531796.0,37.43006647,121.51530212,48.02,5.0,4.046875
2282,531798.0,37.43007038,121.51527655,47.96,5.0,4.2578125
2282,531800.0,37.43007482,121.51525042,47.87,5.0,4.0859375
2282,531802.0,37.43007992,121.5152262,47.74,5.0,3.96875
2282,531804.0,37.43008347,121.51520285,47.56,5.0,4.1796875
2282,531806.0,37.43008974,121.51517864,47.58,5.0,4.1015625
2282,531808.0,37.43009605,121.51515349,47.55,5.0,4.1796875
2282,531810.0,37.43010251,121.51512953,47.49,5.0,4.0234375
2282,531812.0,37.43010959,121.51510554,47.53,5.0,4.2578125
2282,531814.0,37.43011439,121.51508208,47.5,5.0,4.125
2282,531816.0,37.43011866,121.5150572,47.45,5.0,3.953125
2282,531818.0,37.43012621,121.51503325,47.36,5.0,4.1796875
2282,531820.0,37.43013351,121.51500775,47.28,5.0,3.9921875
2282,531822.0,37.4301425,121.51498292,47.19,5.0,4.234375
2282,531824.0,37.43015184,121.51495819,47.18,5.0,4.0078125
2282,531826.0,37.43015893,121.51493548,47.18,5.0,4.234375
2282,531828.0,37.43016303,121.51491349,47.05,5.0,4.0234375
2282,531830.0,37.43017198,121.51488982,46.89,5.0,4.2890625
2282,531832.0,37.43017986,121.51486639,46.88,5.0,3.9921875
2282,531834.0,37.43018686,121.51484228,46.86,5.0,4.140625
2282,531836.0,37.43019539,121.514818,46.86,5.0,4.1015625
2282,531838.0,37.43020286,121.51479485,46.73,5.0,3.953125
2282,531840.0,37.43020838,121.51477194,46.61,5.0,4.1796875
2282,531842.0,37.43021488,121.51474813,46.63,5.0,4.0625
2282,531844.0,37.43022134,121.51472497,46.63,5.0,4.21875
2282,531846.0,37.43022629,121.51470439,46.46,5.0,4.140625
2282,531848.0,37.43023289,121.51468251,46.44,5.0,4.0234375
2282,531850.0,37.43024202,121.51466017,46.39,5.0,4.2578125
2282,531852.0,37.43025276,121.5146376,46.41,5.0,4.0859375
2282,531854.0,37.43026311,121.51461724,46.39,5.0,4.0078125
2282,531856.0,37.430273,121.51459492,46.26,5.0,4.1953125
2282,531858.0,37.4302854,121.51457192,46.05,5.0,4.0859375
2282,531860.0,37.43029615,121.51455022,45.83,5.0,4.2578125
2282,531862.0,37.43030573,121.51453057,45.76,5.0,4.15625
2282,531864.0,37.43031558,121.51451031,45.67,5.0,3.9921875
2282,531866.0,37.43032506,121.51448769,45.53,5.0,4.15625
2282,531868.0,37.43033186,121.51446593,45.46,5.0,4.2734375
2282,531870.0,37.43034171,121.51444182,45.38,5.0,4.140625
2282,531872.0,37.4303477,121.51441866,45.3,5.0,3.96875
2282,531874.0,37.43035348,121.51439766,45.21,5.0,4.234375
2282,531876.0,37.43036209,121.51437479,45.19,5.0,4.0859375
2282,531878.0,37.43037295,121.51435233,45.06,5.0,4.21875
2282,531880.0,37.43038457,121.51433009,45.06,5.0,4.1796875
2282,531882.0,37.43039828,121.51430935,45.08,5.0,4.0234375
2282,531884.0,37.43041251,121.51428714,45.03,5.0,4.21875
2282,531886.0,37.43042373,121.51426601,44.88,5.0,4.1015625
2282,531888.0,37.43043993,121.5142465,44.7,5.0,4.0234375
2282,531890.0,37.43045375,121.51422699,44.65,5.0,4.2578125
2282,531892.0,37.43046608,121.51420761,44.55,5.0,4.140625
2282,531894.0,37.43048069,121.51418798,44.47,5.0,4.0078125
2282,531896.0,37.43049302,121.51416803,44.28,5.0,4.21875
2282,531898.0,37.4305035,121.51415044,44.31,5.0,4.125
2282,531900.0,37.43051649,121.51413296,44.24,5.0,4.125
2282,531902.0,37.4305303,121.51411363,44.24,5.0,4.15625
2282,531904.0,37.43054384,121.5140935,44.18,5.0,4.046875
2282,531906.0,37.43055905,121.51407697,44.13,5.0,4.2734375
2282,531908.0,37.43057528,121.51406076,44.18,5.0,4.140625
2282,531910.0,37.43059162,121.51404504,44.22,5.0,3.9921875
2282,531912.0,37.43060668,121.51402821,44.25,5.0,4.2734375
2282,531914.0,37.43062046,121.51401177,44.29,5.0,4.0859375
2282,531916.0,37.43063431,121.51399344,44.37,5.0,4.0234375
2282,531918.0,37.4306475,121.51397685,44.41,5.0,4.1796875
2282,531920.0,37.43066153,121.51395914,44.37,5.0,3.9921875
2282,531922.0,37.43067519,121.51393941,44.35,5.0,4.1796875
2282,531924.0,37.43068767,121.51392091,44.29,5.0,4.046875
2282,531926.0,37.43070244,121.51390261,44.29,5.0,4.0078125
2282,531928.0,37.43071735,121.51388448,44.28,5.0,4.1796875
2282,531930.0,37.43073095,121.51386651,44.31,5.0,4.2890625
2282,531932.0,37.43074447,121.51384779,44.39,5.0,4.1015625
2282,531934.0,37.43076001,121.51382908,44.34,5.0,3.96875
2282,531936.0,37.43077709,121.51381226,44.34,5.0,4.2578125
2282,531938.0,37.43079412,121.51379617,44.31,5.0,4.0625
2282,531940.0,37.43080916,121.5137814,44.26,5.0,4.0078125
2282,531942.0,37.43082593,121.51376498,44.2,5.0,4.1796875
2282,531944.0,37.43084174,121.51374934,44.11,5.0,4.0625
2282,531946.0,37.43085739,121.51373539,44.14,5.0,4.2734375
2282,531948.0,37.43087368,121.51372196,44.05,5.0,4.125
2282,531950.0,37.43088888,121.51370734,44.01,5.0,3.9921875
2282,531952.0,37.43090295,121.5136914,43.94,5.0,4.21875
2282,531954.0,37.43091645,121.51367552,43.81,5.0,4.1015625
2282,531956.0,37.4309324,121.51366,43.77,5.0,3.9921875
2282,531958.0,37.43094683,121.51364569,43.82,5.0,4.15625
2282,531960.0,37.43096036,121.51362951,43.78,5.0,4.0859375
2282,531962.0,37.43097455,121.51361303,43.75,5.0,4.0625
2282,531964.0,37.43099053,121.51359931,43.77,5.0,4.140625
2282,531966.0,37.43100658,121.5135861,43.85,5.0,4.0078125
2282,531968.0,37.4310241,121.51357358,43.84,5.0,4.2890625
2282,531970.0,37.43104005,121.51356057,43.84,5.0,3.9921875
2282,531972.0,37.43105509,121.5135456,43.85,5.0,4.1015625
2282,531974.0,37.43107049,121.51352965,43.76,5.0,4.0078125
2282,531976.0,37.43108784,121.51351551,43.76,5.0,4.0859375
2282,531978.0,37.4311038,121.51350184,43.64,5.0,4.15625
2282,531980.0,37.43111977,121.51348825,43.63,5.0,4.0859375
2282,531982.0,37.4311366,121.51347492,43.59,5.0,4.0078125
2282,531984.0,37.43115302,121.51346223,43.63,5.0,4.1796875
2282,531986.0,37.4311709,121.51345027,43.58,5.0,4.0859375
2282,531988.0,37.43119048,121.51343912,43.49,5.0,4.2734375
2282,531990.0,37.43120924,121.51342885,43.44,5.0,4.125
2282,531992.0,37.43122854,121.51341872,43.42,5.0,4.0625
2282,531994.0,37.43124716,121.51340907,43.45,5.0,4.2578125
2282,531996.0,37.43126736,121.51339903,43.36,5.0,4.15625
