GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,car_v,shiftLevel,均值,方差,标准差,均方根误差,坡度
2284.0,97349.35,121.51338084,37.43329341,45.97,93.14,3.6072,4,4.1796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.0688373537892089
2284.0,97349.44,121.51338187,37.43329342,45.97,93.25,3.6792,4,4.1953125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.12938796665782343
2284.0,97349.54,121.51338304,37.43329336,45.99,93.48,3.7836,4,4.1796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.08190183957873563
2284.0,97349.64,121.51338419,37.43329343,45.99,93.54,3.438,4,4.1796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16632220479693585
2284.0,97349.75,121.51338538,37.4332934,46.01,93.8,3.5964,4,4.1796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14008640288288218
2284.0,97349.85,121.51338646,37.43329333,46.02,93.99,3.168,4,4.140625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17795612264145622
2284.0,97349.95,121.51338753,37.43329328,46.04,94.1,3.3336,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15884230761979504
2284.0,97350.05,121.5133886,37.43329321,46.05,94.15,3.5172,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20554276407620642
2284.0,97350.14,121.51338959,37.43329307,46.07,94.31,3.6252,4,4.0859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19009295941889387
2284.0,97350.24,121.51339077,37.43329295,46.09,94.45,3.636,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19156237269621254
2284.0,97350.35,121.51339198,37.43329284,46.11,94.45,3.4812,4,4.125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1834271192276551
2284.0,97350.45,121.51339311,37.43329269,46.13,94.55,3.5424,4,4.125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15242140767202134
2284.0,97350.55,121.51339424,37.43329251,46.15,94.77,3.2544,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11797616335375731
2284.0,97350.64,121.51339528,37.43329239,46.16,94.91,3.7116,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14335352944206148
2284.0,97350.74,121.51339640000002,37.43329227,46.17,95.02,3.830400000000002,4,4.1015625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17384758850166435
2284.0,97350.85,121.5133977,37.43329216,46.19,95.2,3.7908,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17572329133727407
2284.0,97350.95,121.5133988,37.43329207,46.21,95.32,3.7692,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15819806046539006
2284.0,97351.04,121.51339983,37.43329201,46.22,95.43,3.7008,4,4.0625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18291840547745156
2284.0,97351.14,121.51340089,37.43329195,46.24,95.55,2.9339999999999997,4,4.046875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15693078171246289
2284.0,97351.25,121.5134021,37.43329182,46.26,95.76,3.2292,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13034381909293638
2284.0,97351.35,121.51340328,37.43329175,46.27,95.84,3.4739999999999998,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17258440386240884
2284.0,97351.45,121.51340446,37.43329163,46.29,95.9,3.6972,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15044051326956234
2284.0,97351.55,121.51340548,37.43329156,46.3,95.61,3.4488,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18803879734806053
2284.0,97351.64,121.51340642,37.43329147,46.32,95.43,3.5892,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1434134099583821
2284.0,97351.74,121.51340748,37.43329145,46.33,95.03,2.9952,4,4.0078125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16249112977264135
2284.0,97351.85,121.51340854,37.43329135,46.35,94.82,2.8692,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1301608266947838
2284.0,97351.95,121.51340955,37.43329138,46.36,94.64,3.1356,4,3.9140625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14823272224540832
2284.0,97352.05,121.51341061,37.43329133,46.37,94.5,3.2508000000000004,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18686868638755239
2284.0,97352.14,121.51341155,37.43329135,46.39,94.23,3.3876,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15678506562598135
2284.0,97352.24,121.5134126,37.43329136,46.4,93.8,3.3408,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20620680960997695
2284.0,97352.35,121.51341374,37.43329132,46.42,93.34,3.4884,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.21716046104296552
2284.0,97352.45,121.51341481,37.43329129,46.44,92.89,3.0852,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20878909871341697
2284.0,97352.55,121.51341583,37.43329118,46.46,92.63,3.2472000000000003,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19380551043564592
2284.0,97352.65,121.51341682,37.43329112,46.48,92.12,3.2544,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15140191706088754
2284.0,97352.74,121.51341772,37.43329114,46.49,91.8,3.3624,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1730300436648914
2284.0,97352.84,121.51341879,37.43329115,46.51,91.57,3.2868000000000004,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13854504402855072
2284.0,97352.95,121.51341993,37.43329124,46.52,91.29,3.3264,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1679183442585268
2284.0,97353.05,121.51342097,37.43329136,46.54,90.86,3.2292,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13730703418569098
2284.0,97353.15,121.51342197,37.43329142,46.55,90.51,3.2796000000000003,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16047452727767905
2284.0,97353.24,121.51342288,37.43329149,46.56,90.13,3.1644,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1985702296958671
2284.0,97353.34,121.51342382,37.43329148,46.58,89.9,2.9232000000000005,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17770458663538394
2284.0,97353.45,121.51342485,37.43329145,46.59,89.76,2.7144,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.2335248443213665
2284.0,97353.54,121.51342567,37.43329139,46.61,89.72,2.97,4,3.6484375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17691785706906493
2284.0,97353.65,121.51342667,37.4332914,46.63,89.46,3.2796000000000003,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1364337523374544
2284.0,97353.74,121.51342754,37.43329142,46.64,89.16,3.2184,4,3.625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14121523112427758
2284.0,97353.84,121.51342856,37.43329145,46.65,88.96,3.3012,4,3.6484375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15612266154818216
2284.0,97353.95,121.51342971,37.43329159,46.67,88.67,3.5028,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11346957918641294
2284.0,97354.05,121.51343075,37.43329156,46.68,88.53,3.1968,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13768767035452054
2284.0,97354.15,121.51343172,37.43329166,46.69,88.22,3.1932,4,3.6484375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1561006754944922
2284.0,97354.24,121.51343264,37.43329174,46.7,87.96,3.0132,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18656609480171749
2284.0,97354.34,121.51343362,37.43329171,46.72,87.79,3.2616,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.146219983964941
2284.0,97354.45,121.51343469,37.43329183,46.73,87.37,3.2652,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17490310743527152
2284.0,97354.55,121.51343567,37.4332919,46.75,87.15,3.24,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11813418150702452
2284.0,97354.65,121.51343665,37.433292,46.76,87.01,2.952,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13750228916269328
2284.0,97354.74,121.51343755,37.43329204,46.77,87.0,2.7972,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1679400145261562
2284.0,97354.84,121.51343853,37.43329214,46.78,86.89,3.1284,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.2093957309727606
2284.0,97354.95,121.51343962,37.43329215,46.8,86.73,3.0564,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20841378215451556
2284.0,97355.05,121.51344055,37.4332922,46.82,86.49,3.2508000000000004,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1650154638923479
2284.0,97355.14,121.51344136,37.43329231,46.83,86.14,3.2616,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18206304130927425
2284.0,97355.24,121.51344236,37.43329234,46.85,86.05,3.1536,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14041036318052932
2284.0,97355.34,121.51344338,37.43329247,46.86,85.85,3.1176,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17134526432092098
2284.0,97355.45,121.51344454,37.43329251,46.88,85.79,3.258,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14790359623209412
2284.0,97355.55,121.51344557,37.43329262,46.89,85.58,3.258,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18899142910399702
2284.0,97355.65,121.51344661,37.43329276,46.91,85.42,3.0024,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17348273229409203
2284.0,97355.74,121.51344752,37.43329273,46.92,85.43,3.0456,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.21543943044254962
2284.0,97355.84,121.51344854,37.43329284,46.94,85.23,3.1068,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.21361781265050697
2284.0,97355.95,121.51344964,37.43329285,46.96,85.15,3.1032,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.2056322907026242
2284.0,97356.05,121.51345067,37.43329285,46.98,85.03,3.42,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1877411437449892
2284.0,97356.15,121.51345167,37.43329293,47.0,84.81,3.69,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14453559527489557
2284.0,97356.24,121.51345263,37.433293,47.01,84.7,3.438,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1682852208137111
2284.0,97356.34,121.51345372,37.43329303,47.03,84.72,3.3912,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1499095132950021
2284.0,97356.45,121.51345491,37.43329314,47.04,84.59,3.4019999999999997,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19561094594207842
2284.0,97356.55,121.51345597,37.43329323,47.06,84.45,3.4128,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16469955001609893
2284.0,97356.65,121.51345704,37.4332933,47.08,84.43,3.2256,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13347604264512028
2284.0,97356.75,121.51345806,37.43329337,47.09,84.4,2.9160000000000004,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14977309875676045
2284.0,97356.84,121.51345897,37.43329349,47.1,84.36,3.1392,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1722112405510443
2284.0,97356.94,121.51345999,37.43329358,47.12,84.21,3.4560000000000004,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13308297932241542
2284.0,97357.05,121.51346121,37.43329371,47.13,84.06,3.4524,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16718301066844682
2284.0,97357.15,121.51346224,37.4332938,47.15,84.0,3.3336,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1329957874052851
2284.0,97357.25,121.51346328,37.43329387,47.16,84.07,3.5028,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1728672157513458
2284.0,97357.34,121.51346417,37.43329399,47.17,84.02,3.4992,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19520328557295089
2284.0,97357.44,121.51346519,37.43329409,47.19,84.1,3.1716,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1718623167916477
2284.0,97357.55,121.51346633,37.4332941,47.21,84.23,3.294,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14235823521482843
2284.0,97357.65,121.51346735,37.43329419,47.22,84.14,3.2076,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17109190622236167
2284.0,97357.75,121.51346847,37.43329425,47.24,84.17,3.168,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13717382458272742
2284.0,97357.84,121.51346951,37.4332943,47.25,84.36,3.3480000000000003,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14616510474940939
2284.0,97357.94,121.51347067,37.43329442,47.27,84.52,3.78,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11581930711832876
2284.0,97358.04,121.5134718,37.43329456,47.28,84.66,3.6864,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13551530185154234
2284.0,97358.15,121.51347295,37.43329477,47.29,84.74,3.902400000000001,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16406778207791298
2284.0,97358.25,121.51347399,37.43329492,47.31,84.7,3.4128,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11039984679524713
2284.0,97358.35,121.51347502,37.43329501,47.32,84.74,3.0672,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1251983318300144
2284.0,97358.44,121.51347598,37.43329513,47.33,84.92,3.2328,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15071823767112022
2284.0,97358.54,121.51347708,37.43329521,47.34,85.03,3.4596,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18559612168019732
2284.0,97358.65,121.51347829,37.43329526,47.36,85.1,3.4632,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18654739770684414
2284.0,97358.75,121.51347931,37.43329536,47.38,85.04,3.3768,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17070925575661108
2284.0,97358.85,121.51348033,37.43329544,47.39,85.13,3.4164,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.2065244929388167
2284.0,97358.94,121.51348126,37.43329554,47.41,85.16,3.3120000000000003,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15794508687238018
2284.0,97359.04,121.51348228,37.43329558,47.43,85.24,3.3120000000000003,4,3.7421875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11915787466829639
2284.0,97359.15,121.51348345,37.43329569,47.44,85.26,3.2472000000000003,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16724872090684836
2284.0,97359.25,121.51348448,37.43329578,47.45,85.34,3.1176,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.2100371330212089
2284.0,97359.35,121.51348553,37.43329579,47.47,85.46,2.9196000000000004,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17841181995588123
2284.0,97359.44,121.51348642,37.43329582,47.49,85.55,3.3408,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14562756694678522
2284.0,97359.54,121.51348742,37.43329583,47.5,85.58,3.438,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17522741080464804
2284.0,97359.64,121.51348846,37.43329587,47.51,85.63,3.4019999999999997,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.22640436354747318
2284.0,97359.75,121.5134896,37.43329587,47.54,85.72,3.4128,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14771969084332637
2284.0,97359.85,121.51349066,37.43329591,47.55,85.68,3.2328,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1704930952249899
2284.0,97359.94,121.51349162,37.43329597,47.57,85.72,3.2076,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.12461099450738988
2284.0,97360.04,121.51349264,37.43329605,47.58,85.77,3.4236,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15575684043859012
2284.0,97360.14,121.51349367,37.43329617,47.59,85.79,3.6216,4,3.8203125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18639365197168342
2284.0,97360.25,121.51349488,37.43329619,47.61,86.06,3.5208,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16613083279133894
2284.0,97360.35,121.51349589,37.43329621,47.63,86.19,3.15,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.12790656642749018
2284.0,97360.45,121.51349692,37.43329628,47.64,86.24,3.3336,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15899955827529266
2284.0,97360.55,121.51349796,37.43329628,47.65,86.32,3.0996,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.18713532856091128
2284.0,97360.64,121.51349898,37.43329631,47.67,86.46,3.5856,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1462783209911854
2284.0,97360.75,121.51350023,37.43329632,47.69,86.52,3.8124,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10660496018698416
2284.0,97360.85,121.51350132,37.43329644,47.7,86.37,3.6684,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11285770816272171
2284.0,97360.95,121.51350234,37.43329654,47.71,86.39,3.3012,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.13485658831402533
2284.0,97361.05,121.51350336,37.43329657,47.72,86.64,3.0348,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15630758011846313
2284.0,97361.14,121.51350425,37.43329669,47.73,86.76,2.9952,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1840708684928847
2284.0,97361.24,121.51350527,37.43329672,47.75,86.97,3.096,4,3.7578125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14823195796378363
2284.0,97361.35,121.51350633,37.4332967,47.76,87.04,2.9736,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1956997810287197
2284.0,97361.45,121.5135073,37.43329678,47.78,87.01,3.1536,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1741232055368125
2284.0,97361.55,121.51350829,37.43329677,47.79,87.1,3.1896,4,3.6640625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20999677581001916
2284.0,97361.64,121.51350918,37.43329669,47.81,87.24,3.2904,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1759596728679435
2284.0,97361.75,121.51351028,37.43329682,47.83,87.26,3.3804,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.15080677283080998
2284.0,97361.85,121.51351133,37.43329692,47.84,87.29,3.4056,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19598101485374197
2284.0,97361.95,121.51351233,37.43329683,47.86,87.29,2.97,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.17941567915237114
2284.0,97362.04,121.51351318,37.43329686,47.87,87.12,3.0168,4,3.6875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.21910931214444726
2284.0,97362.15,121.51351425,37.43329686,47.89,87.0,3.1716,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20374460648053813
2284.0,97362.25,121.51351524,37.43329682,47.91,86.99,3.5064,4,3.703125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16172389589608452
2284.0,97362.35,121.51351625,37.43329677,47.93,87.04,3.5424,4,3.71875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11882844357754019
2284.0,97362.45,121.51351737,37.43329684,47.94,87.07,3.5352,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1363333905008648
2284.0,97362.54,121.5135184,37.43329687,47.95,87.2,3.4019999999999997,4,3.796875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.16209219612611084
2284.0,97362.65,121.51351964,37.43329691,47.97,87.23,3.3120000000000003,4,3.78125,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14092949803263863
2284.0,97362.75,121.51352071,37.43329696,47.98,87.2,3.3804,4,3.8359375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1585224101206032
2284.0,97362.85,121.51352183,37.43329699,48.0,87.17,3.7116,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1216534476349427
2284.0,97362.94,121.5135228,37.43329705,48.01,87.08,3.33,4,3.859375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.12874895318636734
2284.0,97363.04,121.51352392,37.43329712,48.02,87.18,3.33,4,3.890625,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.14461008679527987
2284.0,97363.16,121.51352527,37.43329717,48.04,87.32,3.1608,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.11114727083228769
2284.0,97363.25,121.51352623,37.43329725,48.05,87.39,3.4488,4,3.9296875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10677916770958144
2284.0,97363.35,121.51352729,37.43329734,48.06,87.39,3.7152,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.10652233362565058
2284.0,97363.45,121.51352837,37.43329743,48.07,87.46,3.6936,4,3.96875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.12255003055281853
2284.0,97363.54,121.51352935,37.43329757,48.08,87.48,3.6612,4,3.9921875,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.1477142374937151
2284.0,97363.64,121.51353049,37.43329757,48.09,87.66,3.5892,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.19983643158761336
2284.0,97363.75,121.51353171,37.43329759,48.11,87.71,3.2904,4,4.0234375,3,3.6788666666666665,0.0679243288888889,0.26062296308823,0.4135830589696181,0.20157484275754728
