坡度,速度指令,实际速度
1.15504879346876,29.0,2.97648
1.2270366914151103,29.0,2.80188
1.5165573715920477,29.0,2.64492
1.4693481822486678,29.0,2.72988
1.3484054803732508,29.0,2.97468
1.6982032148233908,29.0,3.0369599999999997
1.4765543698846764,29.0,3.1046400000000007
1.5137751837002675,29.0,3.02832
1.2096271058497512,29.0,2.8422
1.2552655816480007,29.0,2.7388800000000004
0.8820239923024417,29.0,2.59848
0.8187261291078135,29.0,2.79936
1.0035503221175843,29.0,2.8548
0.7778122500646112,29.0,2.9465999999999997
0.9855281201914303,28.0,2.907
0.624475912307454,28.0,2.75256
0.8902886185022061,29.0,2.57436
0.8583572688448747,28.0,2.6701200000000003
1.2187361824855176,28.0,2.82096
0.7997995576093555,29.0,2.8655999999999997
1.2308327224066289,29.0,2.79324
1.9276974703182452,29.0,2.6755199999999997
1.3755169144984123,29.0,2.49948
1.33307624212356,29.0,2.57904
1.6630773806615693,29.0,2.7565200000000005
1.18854778966178,29.0,2.8926000000000003
1.616410834656381,29.0,2.83608
1.928216561961589,29.0,2.6748000000000003
1.3243859382618623,28.0,2.59596
1.123730210505489,29.0,2.5495200000000002
1.2335358205958304,29.0,2.7871200000000003
1.3971097338741127,29.0,2.871
0.7737471108547883,29.0,2.9620800000000003
0.9955150818499161,28.0,2.8778400000000004
0.8063847875035051,28.0,2.8422
0.6542548720810231,26.0,2.62728
1.128031362731735,26.0,2.5398
1.4137770118486201,27.0,2.83716
0.7702830610192958,28.0,2.9754
1.1676192176090008,27.0,2.9444399999999997
1.4052166703572135,27.0,2.85444
1.080986046451936,28.0,2.65032
1.0643580126468908,24.0,2.69172
1.1964408190138183,29.0,2.87352
1.3728329333931584,27.0,2.92176
1.1851548256275188,28.0,2.90088
1.264575201216568,27.0,2.71872
1.3111106585059238,28.0,2.62224
1.5901636039622626,29.0,2.5225200000000005
0.979221676419977,29.0,2.9257200000000005
2.2807590701166593,29.0,3.01536
0.8586582906351748,29.0,3.3364800000000003
0.6995226769567822,29.0,3.2763600000000004
1.0645241337803095,29.0,3.22956
0.7650068350214706,29.0,2.99592
0.8147443406254521,29.0,2.81304
1.1646853825940102,29.0,2.4598799999999996
1.1863917470692185,29.0,2.41488
1.2796583849017624,28.0,2.6866800000000004
1.1989948002146942,29.0,2.8674
1.1475528785958389,29.0,2.9959199999999995
1.0291187188997537,28.0,2.78388
1.2825804669327765,27.0,2.6805600000000003
1.3838900362883388,27.0,2.4843599999999997
1.405275759674575,27.0,2.44656
1.7206201042575415,29.0,2.66436
1.0827511315782192,28.0,2.646
1.3399981998281607,29.0,2.56572
1.1722348427930755,29.0,2.44404
1.1056183712624374,29.0,2.5912800000000002
1.2846511614648646,29.0,2.67624
1.314902225567414,29.0,2.61468
1.5209056075271938,29.0,2.63736
0.9244190403077899,29.0,2.4793200000000004
1.3386831317813772,29.0,2.5682400000000003
1.0507252720115747,29.0,2.72664
1.2055038086672636,28.0,2.8519200000000002
1.3964092017308565,28.0,2.87244
1.4481456034059086,28.0,2.76984
1.0695080366600926,28.0,2.67876
1.0783491833874828,27.0,2.6567999999999996
1.4235329358881983,29.0,2.81772
1.1964408190138183,29.0,2.87352
1.2298815142628585,28.0,2.7954
1.3212704765162933,29.0,2.60208
1.4643263151224466,28.0,2.7392399999999997
0.9811535068927887,29.0,2.91996
0.9823647766143344,28.0,2.91636
1.2413939624210382,29.0,2.7694799999999997
1.3212704765162933,29.0,2.60208
1.538125936078141,29.0,2.60784
1.6604743656668097,29.0,2.76084
0.9854060764436902,29.0,2.9073599999999997
1.0058336587677181,29.0,2.84832
1.0768898109010945,29.0,2.6604
1.3330762421234021,29.0,2.57904
1.5282083496550793,29.0,2.6247599999999998
1.047681757475387,29.0,2.73456
1.7192259066893876,29.0,2.66652
1.355790433359129,29.0,2.53584
1.6287599265087656,29.0,2.4627600000000003
1.2867285535427506,29.0,2.67192
1.9887314656001094,29.0,2.59344
1.5240267893754573,29.0,2.6319600000000003
1.5629440061226922,29.0,2.56644
1.243009983023788,29.0,2.76588
1.211468750804842,29.0,2.8378799999999997
0.8221095266471768,29.0,2.78784
1.3511858756183297,29.0,2.5444799999999996
1.3719593733704754,29.0,2.5059600000000004
1.134626075435764,29.0,2.5250399999999997
1.7346874838315103,29.0,2.64276
1.277261944025252,29.0,2.69172
1.8827154111940956,29.0,2.43504
1.2940526408350341,29.0,2.6567999999999996
1.79212919423418,29.0,2.87784
1.3385222804197394,29.0,2.99664
1.53661420144018,29.0,2.98332
1.3743572784440652,29.0,2.91852
1.4709003099214923,29.0,2.727
1.084226445343737,29.0,2.6424000000000003
1.0081274100133975,29.0,2.84184
0.741569652662083,29.0,3.0906000000000002
0.5391507178357013,29.0,3.1881600000000003
0.3715127412334063,28.0,3.0844799999999997
0.59684183050704,29.0,2.88
0.20220464168016017,29.0,2.83356
0.6058542407838811,29.0,2.83716
0.5593631841133059,29.0,3.07296
0.7651907418278789,29.0,2.9952
0.7917423621137558,29.0,2.89476
0.5995398576760171,29.0,2.8670400000000003
0.8230661516549219,29.0,2.7846
0.18717538066573286,29.0,3.06108
0.17601768794039682,29.0,3.2551200000000002
0.3264399633862734,29.0,3.51036
0.1645865170372373,29.0,3.4812000000000003
-0.5376935108968449,29.0,3.1968000000000005
0.0,29.0,2.8080000000000003
0.22175747589385464,29.0,2.5837200000000005
-0.417459281993756,29.0,2.745
-0.19003610137246815,29.0,3.015
0.18255931680357956,29.0,3.13848
0.1920309375698528,29.0,2.98368
0.5879487858512716,29.0,2.92356
0.0,29.0,2.83644
0.43190352888170863,29.0,2.6532
0.0,29.0,2.8843199999999998
0.1885278728807575,29.0,3.0391199999999996
0.0,29.0,3.12336
-0.18329519125247357,29.0,3.1258799999999995
0.1752424479579033,29.0,3.26952
-0.38804378837693865,29.0,2.9530800000000004
-0.5877316627299471,29.0,2.92464
-0.6270182004964007,29.0,2.7414
-0.6087121510789764,29.0,2.82384
-0.4220535200883494,29.0,2.7151199999999998
0.0,29.0,2.736
0.0,29.0,2.8814400000000004
-0.8264855908364983,29.0,2.77308
-0.43449759364887386,29.0,2.63736
0.2378648935433186,29.0,2.40876
0.5039803529372083,29.0,2.2737600000000002
0.22962829195837595,29.0,2.49516
0.0,29.0,2.48652
-0.23750992225952774,29.0,2.4123600000000005
0.0,29.0,2.24028
0.25383646527253517,29.0,2.2572
-0.4885859462464238,29.0,2.3454000000000006
0.23102826878701957,29.0,2.4800400000000002
